timestamp,machine_id,temperature,pressure,vibration,flow_rate,humidity,failure
2026-01-03 22:00:00,VALVE_1,74.98,191.12,0.306,130.94,41.53,0
2026-01-03 23:00:00,VALVE_2,94.37,236.84,0.645,108.57,48.78,1
2026-01-04 00:00:00,COMP_1,90.53,223.05,0.484,120.52,45.62,0
2026-01-04 01:00:00,COMP_2,102.45,254.08,0.683,102.01,52.31,1
2026-01-04 02:00:00,PUMP_1,89.92,226.97,0.464,114.37,48.07,0
2026-01-04 03:00:00,PUMP_2,91.21,230.68,0.512,107.95,49.86,0
2026-01-04 04:00:00,VALVE_1,84.12,212.06,0.469,118.21,45.64,0
2026-01-04 05:00:00,VALVE_2,81.62,203.19,0.349,124.28,46.07,0
2026-01-04 06:00:00,COMP_1,87.13,213.66,0.408,121.57,44.17,0
2026-01-04 07:00:00,COMP_2,89.46,220.50,0.470,117.32,47.04,0
2026-01-04 08:00:00,PUMP_1,90.95,230.57,0.548,109.39,47.29,0
2026-01-04 09:00:00,PUMP_2,89.06,222.85,0.478,113.76,48.65,0
2026-01-04 10:00:00,VALVE_1,73.52,187.81,0.249,130.15,42.98,0
2026-01-04 11:00:00,VALVE_2,85.07,212.19,0.414,122.69,46.04,0
2026-01-04 12:00:00,COMP_1,82.00,199.18,0.332,127.70,42.64,0
2026-01-04 13:00:00,COMP_2,92.91,230.76,0.527,111.73,47.77,0
2026-01-04 14:00:00,PUMP_1,99.67,253.80,0.717,104.69,52.72,1
2026-01-04 15:00:00,PUMP_2,98.77,258.48,0.766,99.48,54.21,1
2026-01-04 16:00:00,VALVE_1,91.76,230.53,0.608,107.60,49.73,1
2026-01-04 17:00:00,VALVE_2,83.09,206.92,0.376,123.21,46.44,0
2026-01-04 18:00:00,COMP_1,89.55,220.25,0.477,118.75,44.92,0
2026-01-04 19:00:00,COMP_2,92.38,228.86,0.535,114.54,48.90,0
2026-01-04 20:00:00,PUMP_1,87.14,217.49,0.386,114.99,45.06,0
2026-01-04 21:00:00,PUMP_2,90.35,226.32,0.451,111.85,47.27,0
2026-01-04 22:00:00,VALVE_1,92.80,234.29,0.605,106.78,50.60,1
2026-01-04 23:00:00,VALVE_2,83.15,206.90,0.402,125.59,44.34,0
2026-01-05 00:00:00,COMP_1,98.61,242.48,0.651,108.30,49.90,1
2026-01-05 01:00:00,COMP_2,86.54,210.85,0.392,122.04,44.79,0
2026-01-05 02:00:00,PUMP_1,87.62,218.18,0.400,116.89,45.15,0
2026-01-05 03:00:00,PUMP_2,89.47,221.66,0.389,113.19,47.83,0
2026-01-05 04:00:00,VALVE_1,95.13,241.66,0.650,107.22,51.14,1
2026-01-05 05:00:00,VALVE_2,83.36,207.23,0.377,123.57,44.97,0
2026-01-05 06:00:00,COMP_1,90.55,222.26,0.431,121.93,46.70,0
2026-01-05 07:00:00,COMP_2,89.98,220.62,0.450,121.17,46.02,0
2026-01-05 08:00:00,PUMP_1,100.68,255.30,0.649,103.68,50.77,1
2026-01-05 09:00:00,PUMP_2,91.93,229.56,0.439,113.94,47.34,0
2026-01-05 10:00:00,VALVE_1,79.23,200.72,0.361,127.03,42.90,0
2026-01-05 11:00:00,VALVE_2,81.14,201.25,0.347,126.48,44.71,0
2026-01-05 12:00:00,COMP_1,88.37,215.72,0.417,120.32,44.45,0
2026-01-05 13:00:00,COMP_2,91.87,225.81,0.459,117.64,46.99,0
2026-01-05 14:00:00,PUMP_1,92.81,233.29,0.479,111.04,46.79,0
2026-01-05 15:00:00,PUMP_2,93.52,234.50,0.511,109.49,48.02,0
2026-01-05 16:00:00,VALVE_1,87.74,220.17,0.487,116.40,45.68,0
2026-01-05 17:00:00,VALVE_2,82.46,204.55,0.322,125.88,43.62,0
2026-01-05 18:00:00,COMP_1,101.20,247.51,0.596,112.33,49.62,1
2026-01-05 19:00:00,COMP_2,91.29,223.80,0.462,117.95,45.58,0
2026-01-05 20:00:00,PUMP_1,98.54,253.97,0.654,102.87,52.44,1
2026-01-05 21:00:00,PUMP_2,93.28,233.12,0.500,114.18,47.95,0
2026-01-05 22:00:00,VALVE_1,84.86,213.57,0.457,119.20,44.78,0
2026-01-05 23:00:00,VALVE_2,96.81,239.09,0.559,109.02,50.67,1
2026-01-06 00:00:00,COMP_1,92.49,227.07,0.489,119.42,47.09,0
2026-01-06 01:00:00,COMP_2,101.26,253.54,0.658,106.85,53.19,1
2026-01-06 02:00:00,PUMP_1,93.04,233.69,0.502,114.59,47.89,0
2026-01-06 03:00:00,PUMP_2,90.79,223.93,0.401,113.73,46.30,0
2026-01-06 04:00:00,VALVE_1,85.96,216.10,0.457,121.62,47.65,0
2026-01-06 05:00:00,VALVE_2,80.95,200.64,0.341,126.80,44.21,0
2026-01-06 06:00:00,COMP_1,98.99,244.40,0.628,109.20,48.55,1
2026-01-06 07:00:00,COMP_2,95.14,235.59,0.543,114.34,48.34,0
2026-01-06 08:00:00,PUMP_1,94.45,238.74,0.537,110.68,50.21,0
2026-01-06 09:00:00,PUMP_2,92.44,231.01,0.454,111.25,49.19,0
2026-01-06 10:00:00,VALVE_1,77.52,196.80,0.309,130.00,42.67,0
2026-01-06 11:00:00,VALVE_2,99.96,249.41,0.651,105.79,51.65,1
2026-01-06 12:00:00,COMP_1,90.91,223.10,0.457,120.63,46.35,0
2026-01-06 13:00:00,COMP_2,94.88,235.25,0.515,114.02,48.25,0
2026-01-06 14:00:00,PUMP_1,100.38,259.41,0.730,100.50,52.97,1
2026-01-06 15:00:00,PUMP_2,95.06,242.16,0.579,106.00,50.70,0
2026-01-06 16:00:00,VALVE_1,81.35,205.62,0.382,122.41,43.69,0
2026-01-06 17:00:00,VALVE_2,82.04,203.85,0.377,122.94,45.25,0
2026-01-06 18:00:00,COMP_1,86.46,210.97,0.391,124.83,46.41,0
2026-01-06 19:00:00,COMP_2,100.61,251.70,0.658,106.95,52.95,1
2026-01-06 20:00:00,PUMP_1,98.92,252.86,0.718,101.84,52.30,1
2026-01-06 21:00:00,PUMP_2,92.77,234.92,0.559,107.15,48.40,0
2026-01-06 22:00:00,VALVE_1,86.61,217.71,0.505,116.87,45.78,0
2026-01-06 23:00:00,VALVE_2,83.69,208.37,0.410,125.38,43.97,0
2026-01-07 00:00:00,COMP_1,97.63,236.97,0.553,110.15,50.26,1
2026-01-07 01:00:00,COMP_2,86.11,210.03,0.382,120.34,44.96,0
2026-01-07 02:00:00,PUMP_1,91.54,231.85,0.541,109.33,48.36,0
2026-01-07 03:00:00,PUMP_2,91.32,230.61,0.510,109.08,50.29,0
2026-01-07 04:00:00,VALVE_1,79.61,201.73,0.355,124.47,44.54,0
2026-01-07 05:00:00,VALVE_2,98.93,247.42,0.652,107.49,52.05,1
2026-01-07 06:00:00,COMP_1,98.30,243.64,0.646,108.49,51.50,1
2026-01-07 07:00:00,COMP_2,90.16,222.50,0.461,116.58,47.68,0
2026-01-07 08:00:00,PUMP_1,96.78,249.03,0.674,101.32,51.27,1
2026-01-07 09:00:00,PUMP_2,89.97,226.21,0.504,112.69,48.19,0
2026-01-07 10:00:00,VALVE_1,75.01,191.23,0.320,130.51,43.20,0
2026-01-07 11:00:00,VALVE_2,86.87,216.88,0.456,121.61,45.28,0
2026-01-07 12:00:00,COMP_1,87.59,214.96,0.440,121.28,46.81,0
2026-01-07 13:00:00,COMP_2,99.76,243.99,0.583,107.77,52.58,1
2026-01-07 14:00:00,PUMP_1,85.87,214.13,0.415,114.84,46.20,0
2026-01-07 15:00:00,PUMP_2,87.95,218.57,0.420,114.78,48.13,0
2026-01-07 16:00:00,VALVE_1,95.36,237.44,0.663,107.94,50.12,1
2026-01-07 17:00:00,VALVE_2,87.49,218.46,0.450,120.63,47.07,0
2026-01-07 18:00:00,COMP_1,96.24,239.16,0.586,109.11,49.94,1
2026-01-07 19:00:00,COMP_2,97.42,243.13,0.647,106.14,51.49,1
2026-01-07 20:00:00,PUMP_1,97.72,253.45,0.661,103.05,52.33,1
2026-01-07 21:00:00,PUMP_2,88.61,220.37,0.403,114.86,47.62,0
2026-01-07 22:00:00,VALVE_1,83.51,210.64,0.440,118.19,45.86,0
2026-01-07 23:00:00,VALVE_2,99.09,241.44,0.670,110.34,51.76,1
2026-01-08 00:00:00,COMP_1,83.17,202.10,0.303,126.34,42.72,0
2026-01-08 01:00:00,COMP_2,89.92,221.28,0.445,120.26,47.19,0
2026-01-08 02:00:00,PUMP_1,86.67,215.61,0.393,117.84,46.55,0
2026-01-08 03:00:00,PUMP_2,89.60,222.92,0.434,112.01,47.21,0
2026-01-08 04:00:00,VALVE_1,75.26,191.72,0.277,130.15,41.92,0
2026-01-08 05:00:00,VALVE_2,80.13,198.96,0.350,124.67,42.65,0
2026-01-08 06:00:00,COMP_1,87.91,215.06,0.415,122.13,44.98,0
2026-01-08 07:00:00,COMP_2,91.63,225.88,0.490,118.54,48.17,0
2026-01-08 08:00:00,PUMP_1,97.89,248.56,0.684,103.52,52.79,1
2026-01-08 09:00:00,PUMP_2,94.17,238.80,0.580,110.45,50.35,0
2026-01-08 10:00:00,VALVE_1,98.43,242.28,0.693,106.15,51.81,1
2026-01-08 11:00:00,VALVE_2,81.45,202.17,0.352,123.69,44.89,0
2026-01-08 12:00:00,COMP_1,86.77,211.42,0.366,124.70,45.66,0
2026-01-08 13:00:00,COMP_2,99.17,248.99,0.598,108.74,51.35,1
2026-01-08 14:00:00,PUMP_1,100.30,250.81,0.651,104.70,50.88,1
2026-01-08 15:00:00,PUMP_2,90.84,224.93,0.408,113.06,45.93,0
2026-01-08 16:00:00,VALVE_1,95.98,234.49,0.652,110.57,50.75,1
2026-01-08 17:00:00,VALVE_2,86.41,214.91,0.427,123.23,45.60,0
2026-01-08 18:00:00,COMP_1,99.70,240.08,0.627,113.28,50.93,1
2026-01-08 19:00:00,COMP_2,89.65,218.99,0.404,119.17,45.28,0
2026-01-08 20:00:00,PUMP_1,91.73,229.58,0.481,112.74,48.03,0
2026-01-08 21:00:00,PUMP_2,91.95,228.29,0.420,111.70,48.08,0
2026-01-08 22:00:00,VALVE_1,77.61,196.99,0.316,128.19,43.48,0
2026-01-08 23:00:00,VALVE_2,90.28,224.89,0.490,119.77,47.58,0
2026-01-09 00:00:00,COMP_1,85.96,208.65,0.316,124.87,43.67,0
2026-01-09 01:00:00,COMP_2,103.42,252.63,0.662,104.31,50.91,1
2026-01-09 02:00:00,PUMP_1,92.22,230.97,0.483,115.20,47.33,0
2026-01-09 03:00:00,PUMP_2,92.57,230.44,0.455,110.86,46.77,0
2026-01-09 04:00:00,VALVE_1,79.77,201.92,0.351,126.01,42.60,0
2026-01-09 05:00:00,VALVE_2,85.23,211.73,0.399,121.69,44.93,0
2026-01-09 06:00:00,COMP_1,87.47,212.94,0.379,125.06,45.27,0
2026-01-09 07:00:00,COMP_2,92.99,228.96,0.465,117.70,48.02,0
2026-01-09 08:00:00,PUMP_1,90.49,225.64,0.429,112.81,46.36,0
2026-01-09 09:00:00,PUMP_2,92.67,231.30,0.475,114.29,47.77,0
2026-01-09 10:00:00,VALVE_1,85.54,215.14,0.458,121.32,46.74,0
2026-01-09 11:00:00,VALVE_2,87.10,216.72,0.431,120.87,45.71,0
2026-01-09 12:00:00,COMP_1,92.22,226.59,0.475,117.23,45.59,0
2026-01-09 13:00:00,COMP_2,87.42,212.60,0.394,123.63,46.70,0
2026-01-09 14:00:00,PUMP_1,92.77,233.64,0.483,111.27,47.11,0
2026-01-09 15:00:00,PUMP_2,94.43,239.03,0.525,108.80,49.61,0
2026-01-09 16:00:00,VALVE_1,95.18,235.99,0.632,109.71,51.38,1
2026-01-09 17:00:00,VALVE_2,90.15,224.86,0.495,117.46,47.08,0
2026-01-09 18:00:00,COMP_1,90.49,222.11,0.472,117.87,45.53,0
2026-01-09 19:00:00,COMP_2,90.80,223.26,0.432,119.46,48.18,0
2026-01-09 20:00:00,PUMP_1,88.61,221.07,0.437,113.22,46.44,0
2026-01-09 21:00:00,PUMP_2,99.80,254.75,0.717,99.29,51.63,1
2026-01-09 22:00:00,VALVE_1,82.47,208.21,0.427,120.06,44.54,0
2026-01-09 23:00:00,VALVE_2,80.82,200.76,0.356,125.81,42.66,0
2026-01-10 00:00:00,COMP_1,89.95,221.01,0.460,120.66,46.42,0
2026-01-10 01:00:00,COMP_2,87.86,215.00,0.385,119.69,47.13,0
2026-01-10 02:00:00,PUMP_1,91.98,232.86,0.536,108.59,48.59,0
2026-01-10 03:00:00,PUMP_2,90.48,226.84,0.483,110.53,48.23,0
2026-01-10 04:00:00,VALVE_1,98.62,242.32,0.654,105.31,52.43,1
2026-01-10 05:00:00,VALVE_2,94.35,236.01,0.613,112.88,49.92,1
2026-01-10 06:00:00,COMP_1,83.78,203.98,0.362,124.78,44.92,0
2026-01-10 07:00:00,COMP_2,85.19,207.42,0.388,122.10,44.80,0
2026-01-10 08:00:00,PUMP_1,85.51,212.67,0.396,116.51,47.39,0
2026-01-10 09:00:00,PUMP_2,91.75,232.63,0.517,108.80,50.52,0
2026-01-10 10:00:00,VALVE_1,92.98,229.07,0.611,112.29,50.82,1
2026-01-10 11:00:00,VALVE_2,98.38,243.77,0.655,109.34,52.17,1
2026-01-10 12:00:00,COMP_1,85.55,209.19,0.399,122.15,43.72,0
2026-01-10 13:00:00,COMP_2,100.39,255.93,0.674,105.05,54.50,1
2026-01-10 14:00:00,PUMP_1,98.38,248.34,0.695,101.09,51.06,1
2026-01-10 15:00:00,PUMP_2,89.28,223.66,0.481,112.61,48.36,0
2026-01-10 16:00:00,VALVE_1,76.39,194.38,0.294,128.43,43.10,0
2026-01-10 17:00:00,VALVE_2,81.23,202.19,0.351,124.71,46.11,0
2026-01-10 18:00:00,COMP_1,86.08,210.70,0.376,124.12,45.15,0
2026-01-10 19:00:00,COMP_2,97.52,241.38,0.635,107.93,51.50,1
2026-01-10 20:00:00,PUMP_1,89.32,225.15,0.498,112.74,46.60,0
2026-01-10 21:00:00,PUMP_2,91.92,233.34,0.513,109.52,49.42,0
2026-01-10 22:00:00,VALVE_1,95.38,236.61,0.636,105.06,51.91,1
2026-01-10 23:00:00,VALVE_2,83.40,207.74,0.411,122.53,46.49,0
2026-01-11 00:00:00,COMP_1,83.79,204.02,0.375,124.56,45.58,0
2026-01-11 01:00:00,COMP_2,86.09,210.04,0.366,120.59,46.36,0
2026-01-11 02:00:00,PUMP_1,91.58,231.89,0.550,109.83,48.92,0
2026-01-11 03:00:00,PUMP_2,99.78,250.68,0.698,100.78,52.88,1
2026-01-11 04:00:00,VALVE_1,96.61,241.10,0.655,104.04,52.48,1
2026-01-11 05:00:00,VALVE_2,82.15,204.33,0.398,124.64,45.64,0
2026-01-11 06:00:00,COMP_1,83.44,202.68,0.302,125.50,43.97,0
2026-01-11 07:00:00,COMP_2,88.11,215.62,0.427,121.16,47.37,0
2026-01-11 08:00:00,PUMP_1,97.57,248.47,0.647,104.31,51.49,1
2026-01-11 09:00:00,PUMP_2,100.25,261.91,0.715,98.87,54.85,1
2026-01-11 10:00:00,VALVE_1,97.17,240.27,0.683,106.04,51.52,1
2026-01-11 11:00:00,VALVE_2,88.48,220.61,0.468,121.69,47.59,0
2026-01-11 12:00:00,COMP_1,86.89,212.01,0.388,121.58,45.17,0
2026-01-11 13:00:00,COMP_2,92.81,229.18,0.479,118.22,48.39,0
2026-01-11 14:00:00,PUMP_1,89.91,224.77,0.453,113.42,48.31,0
2026-01-11 15:00:00,PUMP_2,100.23,258.48,0.704,98.27,52.96,1
2026-01-11 16:00:00,VALVE_1,76.89,195.38,0.326,129.61,42.04,0
2026-01-11 17:00:00,VALVE_2,85.73,213.22,0.427,121.57,46.62,0
2026-01-11 18:00:00,COMP_1,92.43,227.22,0.487,119.82,47.45,0
2026-01-11 19:00:00,COMP_2,102.07,255.08,0.685,108.84,53.05,1
2026-01-11 20:00:00,PUMP_1,89.01,221.09,0.400,113.43,47.59,0
2026-01-11 21:00:00,PUMP_2,101.73,260.73,0.687,101.62,52.54,1
2026-01-11 22:00:00,VALVE_1,79.37,201.02,0.344,126.36,42.93,0
2026-01-11 23:00:00,VALVE_2,84.12,208.89,0.372,125.62,45.60,0
2026-01-12 00:00:00,COMP_1,89.73,219.35,0.401,120.11,45.82,0
2026-01-12 01:00:00,COMP_2,89.67,218.94,0.399,118.66,46.85,0
2026-01-12 02:00:00,PUMP_1,94.71,239.06,0.554,109.70,47.50,0
2026-01-12 03:00:00,PUMP_2,96.41,244.96,0.595,110.16,51.42,0
2026-01-12 04:00:00,VALVE_1,84.52,212.80,0.415,120.72,44.78,0
2026-01-12 05:00:00,VALVE_2,86.30,214.51,0.442,123.50,44.61,0
2026-01-12 06:00:00,COMP_1,86.74,210.85,0.367,124.56,44.95,0
2026-01-12 07:00:00,COMP_2,93.45,230.26,0.460,117.57,46.20,0
2026-01-12 08:00:00,PUMP_1,91.18,227.66,0.464,116.04,46.97,0
2026-01-12 09:00:00,PUMP_2,92.48,230.24,0.465,114.64,46.85,0
2026-01-12 10:00:00,VALVE_1,84.55,212.87,0.453,122.95,44.59,0
2026-01-12 11:00:00,VALVE_2,101.29,252.15,0.711,107.26,50.76,1
2026-01-12 12:00:00,COMP_1,101.04,252.52,0.647,111.74,50.19,1
2026-01-12 13:00:00,COMP_2,90.88,222.76,0.425,117.06,47.50,0
2026-01-12 14:00:00,PUMP_1,102.10,257.57,0.657,104.36,52.92,1
2026-01-12 15:00:00,PUMP_2,91.57,227.56,0.429,111.80,48.57,0
2026-01-12 16:00:00,VALVE_1,95.67,239.20,0.620,107.76,52.12,1
2026-01-12 17:00:00,VALVE_2,83.43,207.24,0.352,126.62,44.20,0
2026-01-12 18:00:00,COMP_1,96.98,239.72,0.554,113.48,50.13,1
2026-01-12 19:00:00,COMP_2,92.96,229.44,0.513,113.78,47.66,0
2026-01-12 20:00:00,PUMP_1,99.99,251.80,0.646,103.97,51.34,1
2026-01-12 21:00:00,PUMP_2,89.86,222.36,0.415,115.79,47.10,0
2026-01-12 22:00:00,VALVE_1,75.21,191.57,0.270,131.36,42.77,0
2026-01-12 23:00:00,VALVE_2,87.44,217.88,0.458,118.40,46.04,0
2026-01-13 00:00:00,COMP_1,91.18,224.25,0.448,120.87,45.23,0
2026-01-13 01:00:00,COMP_2,92.37,228.23,0.521,116.49,47.62,0
2026-01-13 02:00:00,PUMP_1,100.32,255.24,0.739,102.92,52.42,1
2026-01-13 03:00:00,PUMP_2,92.70,234.47,0.514,107.21,48.15,0
2026-01-13 04:00:00,VALVE_1,80.89,204.61,0.387,124.90,43.87,0
2026-01-13 05:00:00,VALVE_2,88.89,221.89,0.502,117.04,48.18,0
2026-01-13 06:00:00,COMP_1,90.09,221.56,0.436,117.65,45.28,0
2026-01-13 07:00:00,COMP_2,91.17,225.12,0.455,117.55,47.34,0
2026-01-13 08:00:00,PUMP_1,91.38,231.24,0.496,111.29,47.79,0
2026-01-13 09:00:00,PUMP_2,89.53,223.72,0.462,113.48,47.54,0
2026-01-13 10:00:00,VALVE_1,81.92,207.01,0.395,120.73,43.92,0
2026-01-13 11:00:00,VALVE_2,88.20,220.26,0.491,118.84,47.14,0
2026-01-13 12:00:00,COMP_1,87.79,215.39,0.447,119.97,45.59,0
2026-01-13 13:00:00,COMP_2,91.16,225.47,0.489,117.62,47.22,0
2026-01-13 14:00:00,PUMP_1,91.18,231.16,0.536,113.29,48.75,0
2026-01-13 15:00:00,PUMP_2,88.38,220.12,0.444,115.56,48.69,0
2026-01-13 16:00:00,VALVE_1,75.66,192.71,0.289,128.91,43.10,0
2026-01-13 17:00:00,VALVE_2,98.28,241.87,0.683,112.16,52.28,1
2026-01-13 18:00:00,COMP_1,97.66,246.91,0.645,106.71,50.77,1
2026-01-13 19:00:00,COMP_2,86.62,211.99,0.406,120.45,44.90,0
2026-01-13 20:00:00,PUMP_1,98.45,249.79,0.711,103.33,53.09,1
2026-01-13 21:00:00,PUMP_2,88.02,218.88,0.416,113.21,48.46,0
2026-01-13 22:00:00,VALVE_1,81.99,207.20,0.403,123.01,46.76,0
2026-01-13 23:00:00,VALVE_2,80.32,199.79,0.366,124.15,44.92,0
2026-01-14 00:00:00,COMP_1,86.61,212.13,0.416,119.73,44.05,0
2026-01-14 01:00:00,COMP_2,90.42,223.24,0.492,116.24,48.54,0
2026-01-14 02:00:00,PUMP_1,85.28,211.94,0.364,116.01,46.18,0
2026-01-14 03:00:00,PUMP_2,90.34,227.02,0.485,108.98,48.83,0
2026-01-14 04:00:00,VALVE_1,77.02,195.80,0.351,124.50,44.17,0
2026-01-14 05:00:00,VALVE_2,88.34,220.55,0.460,117.20,46.09,0
2026-01-14 06:00:00,COMP_1,89.36,219.61,0.440,119.17,45.89,0
2026-01-14 07:00:00,COMP_2,93.77,232.88,0.515,114.59,49.68,0
2026-01-14 08:00:00,PUMP_1,90.99,229.68,0.479,111.32,48.26,0
2026-01-14 09:00:00,PUMP_2,98.64,254.32,0.657,101.64,53.38,1
2026-01-14 10:00:00,VALVE_1,85.32,214.75,0.463,116.41,45.14,0
2026-01-14 11:00:00,VALVE_2,85.22,212.24,0.393,124.44,45.24,0
2026-01-14 12:00:00,COMP_1,97.79,242.81,0.654,109.98,49.88,1
2026-01-14 13:00:00,COMP_2,86.87,211.68,0.414,122.72,45.69,0
2026-01-14 14:00:00,PUMP_1,100.23,250.89,0.704,105.27,52.27,1
2026-01-14 15:00:00,PUMP_2,100.30,253.51,0.725,99.94,54.72,1
2026-01-14 16:00:00,VALVE_1,83.62,210.80,0.432,122.24,44.95,0
2026-01-14 17:00:00,VALVE_2,95.45,239.97,0.603,111.00,48.60,1
2026-01-14 18:00:00,COMP_1,88.86,217.36,0.407,120.90,44.99,0
2026-01-14 19:00:00,COMP_2,94.31,233.46,0.541,116.90,48.54,0
2026-01-14 20:00:00,PUMP_1,88.55,220.02,0.376,115.79,44.91,0
2026-01-14 21:00:00,PUMP_2,92.77,232.39,0.461,110.20,47.92,0
2026-01-14 22:00:00,VALVE_1,77.51,196.78,0.281,127.00,44.16,0
2026-01-14 23:00:00,VALVE_2,88.74,220.99,0.454,119.33,47.68,0
2026-01-15 00:00:00,COMP_1,85.52,207.59,0.328,127.52,43.32,0
2026-01-15 01:00:00,COMP_2,95.44,236.42,0.515,114.85,48.53,0
2026-01-15 02:00:00,PUMP_1,100.35,254.72,0.686,103.10,50.77,1
2026-01-15 03:00:00,PUMP_2,103.14,264.46,0.714,99.27,55.20,1
2026-01-15 04:00:00,VALVE_1,84.47,212.68,0.442,118.86,46.99,0
2026-01-15 05:00:00,VALVE_2,85.92,213.54,0.435,123.76,45.71,0
2026-01-15 06:00:00,COMP_1,101.72,250.31,0.631,109.60,48.40,1
2026-01-15 07:00:00,COMP_2,90.64,221.81,0.444,121.51,46.38,0
2026-01-15 08:00:00,PUMP_1,91.93,230.02,0.458,113.89,47.57,0
2026-01-15 09:00:00,PUMP_2,95.22,240.42,0.544,109.38,49.28,0
2026-01-15 10:00:00,VALVE_1,80.71,204.07,0.383,123.09,45.29,0
2026-01-15 11:00:00,VALVE_2,85.41,212.20,0.383,123.17,45.30,0
2026-01-15 12:00:00,COMP_1,87.33,212.55,0.358,125.33,43.61,0
2026-01-15 13:00:00,COMP_2,93.02,229.01,0.457,119.01,46.78,0
2026-01-15 14:00:00,PUMP_1,92.07,230.67,0.494,111.84,47.21,0
2026-01-15 15:00:00,PUMP_2,92.97,232.33,0.448,112.38,47.58,0
2026-01-15 16:00:00,VALVE_1,84.20,212.07,0.405,122.39,46.39,0
2026-01-15 17:00:00,VALVE_2,89.50,222.95,0.458,118.68,46.87,0
2026-01-15 18:00:00,COMP_1,88.74,216.73,0.414,122.54,45.73,0
2026-01-15 19:00:00,COMP_2,94.10,232.60,0.514,116.59,48.75,0
2026-01-15 20:00:00,PUMP_1,88.30,219.10,0.356,114.26,45.47,0
2026-01-15 21:00:00,PUMP_2,92.79,232.67,0.486,109.44,48.43,0
