timestamp,machine_id,temperature,pressure,vibration,flow_rate,humidity,failure
2026-01-06 18:00:00,COMP_1,85.40,215.07,0.409,125.89,48.17,0
2026-01-06 19:00:00,COMP_2,87.51,219.89,0.485,122.20,42.38,0
2026-01-06 20:00:00,PUMP_1,90.23,210.30,0.472,119.97,48.77,0
2026-01-06 21:00:00,PUMP_2,96.67,241.44,0.510,112.03,45.03,1
2026-01-06 22:00:00,VALVE_1,76.13,193.67,0.375,123.98,42.35,0
2026-01-06 23:00:00,VALVE_2,90.18,222.40,0.490,115.98,46.89,1
2026-01-07 00:00:00,COMP_1,87.95,201.51,0.387,127.25,46.26,0
2026-01-07 01:00:00,COMP_2,98.00,236.63,0.540,115.20,48.14,0
2026-01-07 02:00:00,PUMP_1,87.96,228.06,0.486,109.95,43.90,0
2026-01-07 03:00:00,PUMP_2,87.80,232.98,0.488,117.93,48.60,0
2026-01-07 04:00:00,VALVE_1,74.08,202.19,0.256,133.74,42.84,1
2026-01-07 05:00:00,VALVE_2,89.19,215.25,0.513,125.15,46.35,1
2026-01-07 06:00:00,COMP_1,88.64,227.28,0.520,125.71,47.33,1
2026-01-07 07:00:00,COMP_2,88.80,209.06,0.445,116.68,48.57,0
2026-01-07 08:00:00,PUMP_1,93.66,218.50,0.493,111.39,51.85,1
2026-01-07 09:00:00,PUMP_2,88.46,237.00,0.611,109.43,50.09,1
2026-01-07 10:00:00,VALVE_1,80.55,199.75,0.367,124.56,42.63,0
2026-01-07 11:00:00,VALVE_2,89.63,220.54,0.515,117.17,53.00,0
2026-01-07 12:00:00,COMP_1,79.25,193.95,0.313,130.77,43.83,0
2026-01-07 13:00:00,COMP_2,96.05,233.58,0.502,121.00,45.61,1
2026-01-07 14:00:00,PUMP_1,87.90,212.51,0.402,106.18,46.15,0
2026-01-07 15:00:00,PUMP_2,93.73,243.82,0.618,112.42,51.18,1
2026-01-07 16:00:00,VALVE_1,76.95,195.73,0.274,131.72,41.81,0
2026-01-07 17:00:00,VALVE_2,83.86,209.54,0.364,124.59,45.22,0
2026-01-07 18:00:00,COMP_1,84.19,205.85,0.337,130.04,40.90,0
2026-01-07 19:00:00,COMP_2,86.88,193.55,0.298,124.44,44.29,0
2026-01-07 20:00:00,PUMP_1,88.66,226.33,0.417,112.91,44.32,0
2026-01-07 21:00:00,PUMP_2,88.84,226.81,0.462,113.83,46.88,0
2026-01-07 22:00:00,VALVE_1,81.39,216.42,0.454,120.07,49.08,0
2026-01-07 23:00:00,VALVE_2,76.31,190.78,0.226,137.30,42.36,0
2026-01-08 00:00:00,COMP_1,94.13,229.19,0.417,113.79,43.09,1
2026-01-08 01:00:00,COMP_2,85.53,218.22,0.397,121.95,47.60,0
2026-01-08 02:00:00,PUMP_1,89.40,223.49,0.416,115.36,42.43,0
2026-01-08 03:00:00,PUMP_2,94.21,238.35,0.568,116.74,50.01,1
2026-01-08 04:00:00,VALVE_1,75.71,188.23,0.297,129.68,45.46,0
2026-01-08 05:00:00,VALVE_2,83.02,222.63,0.398,127.30,49.56,1
2026-01-08 06:00:00,COMP_1,80.92,204.00,0.221,129.47,44.82,0
2026-01-08 07:00:00,COMP_2,87.73,193.61,0.322,131.00,44.03,1
2026-01-08 08:00:00,PUMP_1,89.54,219.89,0.466,114.97,47.43,0
2026-01-08 09:00:00,PUMP_2,97.38,229.72,0.488,107.56,48.36,1
2026-01-08 10:00:00,VALVE_1,81.94,208.16,0.371,123.06,45.41,0
2026-01-08 11:00:00,VALVE_2,91.78,231.97,0.539,119.53,50.92,1
2026-01-08 12:00:00,COMP_1,94.28,220.57,0.441,116.96,45.96,1
2026-01-08 13:00:00,COMP_2,87.59,229.13,0.558,123.72,49.74,0
2026-01-08 14:00:00,PUMP_1,92.90,227.17,0.543,114.18,48.34,1
2026-01-08 15:00:00,PUMP_2,91.32,230.64,0.538,105.50,52.70,0
2026-01-08 16:00:00,VALVE_1,76.64,198.50,0.284,126.28,42.89,0
2026-01-08 17:00:00,VALVE_2,80.74,201.41,0.368,125.20,46.62,0
2026-01-08 18:00:00,COMP_1,93.91,227.02,0.368,118.48,47.40,0
2026-01-08 19:00:00,COMP_2,95.11,264.88,0.579,108.40,53.22,1
2026-01-08 20:00:00,PUMP_1,97.30,245.56,0.510,109.24,49.93,1
2026-01-08 21:00:00,PUMP_2,90.23,219.38,0.505,116.37,42.18,1
2026-01-08 22:00:00,VALVE_1,91.26,224.72,0.522,115.50,44.98,1
2026-01-08 23:00:00,VALVE_2,88.91,219.21,0.452,117.19,44.00,1
2026-01-09 00:00:00,COMP_1,92.21,229.44,0.425,114.07,46.36,1
2026-01-09 01:00:00,COMP_2,89.38,226.38,0.426,116.36,47.00,0
2026-01-09 02:00:00,PUMP_1,90.81,241.49,0.533,104.43,49.10,0
2026-01-09 03:00:00,PUMP_2,96.67,255.92,0.670,108.34,54.99,1
2026-01-09 04:00:00,VALVE_1,82.46,213.19,0.455,119.88,47.47,0
2026-01-09 05:00:00,VALVE_2,84.39,198.12,0.348,123.96,41.11,0
2026-01-09 06:00:00,COMP_1,82.56,230.47,0.432,120.48,42.87,0
2026-01-09 07:00:00,COMP_2,90.34,221.00,0.495,117.23,47.65,1
2026-01-09 08:00:00,PUMP_1,93.28,226.16,0.402,122.29,45.26,0
2026-01-09 09:00:00,PUMP_2,92.84,229.82,0.370,112.90,50.19,1
2026-01-09 10:00:00,VALVE_1,79.95,215.88,0.366,122.07,44.77,0
2026-01-09 11:00:00,VALVE_2,89.53,215.02,0.439,115.97,45.53,0
2026-01-09 12:00:00,COMP_1,84.00,213.92,0.409,126.90,46.11,0
2026-01-09 13:00:00,COMP_2,88.52,207.42,0.495,111.09,47.90,0
2026-01-09 14:00:00,PUMP_1,88.72,219.12,0.400,115.08,48.37,0
2026-01-09 15:00:00,PUMP_2,88.97,233.01,0.399,120.27,44.64,0
2026-01-09 16:00:00,VALVE_1,88.06,200.45,0.479,118.45,49.02,0
2026-01-09 17:00:00,VALVE_2,85.23,222.53,0.498,116.19,49.74,0
2026-01-09 18:00:00,COMP_1,85.85,206.04,0.372,130.72,45.12,0
2026-01-09 19:00:00,COMP_2,96.03,235.13,0.386,122.72,43.97,0
2026-01-09 20:00:00,PUMP_1,86.47,218.42,0.366,114.44,48.10,0
2026-01-09 21:00:00,PUMP_2,89.95,225.55,0.546,111.57,47.74,0
2026-01-09 22:00:00,VALVE_1,75.04,199.14,0.277,121.86,38.00,0
2026-01-09 23:00:00,VALVE_2,87.60,211.60,0.484,121.44,46.03,0
2026-01-10 00:00:00,COMP_1,94.18,213.36,0.413,122.58,49.51,1
2026-01-10 01:00:00,COMP_2,88.47,222.40,0.419,114.78,47.57,0
2026-01-10 02:00:00,PUMP_1,92.38,233.91,0.564,108.50,45.97,0
2026-01-10 03:00:00,PUMP_2,87.76,237.18,0.471,105.65,47.46,0
2026-01-10 04:00:00,VALVE_1,74.52,197.48,0.281,128.25,44.03,0
2026-01-10 05:00:00,VALVE_2,89.26,215.93,0.537,123.35,42.36,0
2026-01-10 06:00:00,COMP_1,90.65,226.92,0.596,113.55,49.71,1
2026-01-10 07:00:00,COMP_2,94.11,217.94,0.509,121.50,45.83,0
2026-01-10 08:00:00,PUMP_1,86.20,207.63,0.445,120.95,48.99,0
2026-01-10 09:00:00,PUMP_2,94.49,217.33,0.426,113.01,50.13,0
2026-01-10 10:00:00,VALVE_1,94.12,219.53,0.585,119.34,47.42,1
2026-01-10 11:00:00,VALVE_2,97.71,237.61,0.498,113.65,55.04,0
2026-01-10 12:00:00,COMP_1,82.99,209.21,0.344,130.10,44.16,0
2026-01-10 13:00:00,COMP_2,87.76,217.15,0.444,123.77,46.28,0
2026-01-10 14:00:00,PUMP_1,85.07,224.09,0.500,121.00,44.04,0
2026-01-10 15:00:00,PUMP_2,90.41,226.78,0.452,116.05,48.36,0
2026-01-10 16:00:00,VALVE_1,76.63,189.76,0.272,128.51,43.82,0
2026-01-10 17:00:00,VALVE_2,92.73,228.15,0.653,120.85,48.27,1
2026-01-10 18:00:00,COMP_1,90.57,206.87,0.384,117.19,44.71,0
2026-01-10 19:00:00,COMP_2,86.42,196.60,0.439,123.17,45.66,0
2026-01-10 20:00:00,PUMP_1,84.01,207.62,0.350,114.34,48.35,0
2026-01-10 21:00:00,PUMP_2,84.75,224.61,0.425,113.26,47.70,0
2026-01-10 22:00:00,VALVE_1,79.44,212.38,0.351,120.18,45.05,0
2026-01-10 23:00:00,VALVE_2,97.66,236.33,0.591,117.03,48.97,0
2026-01-11 00:00:00,COMP_1,86.26,188.63,0.373,130.01,42.44,0
2026-01-11 01:00:00,COMP_2,86.97,219.32,0.370,118.29,46.23,1
2026-01-11 02:00:00,PUMP_1,90.80,208.19,0.381,116.95,44.74,0
2026-01-11 03:00:00,PUMP_2,97.14,245.83,0.499,111.79,50.61,1
2026-01-11 04:00:00,VALVE_1,83.15,207.36,0.401,121.30,42.87,0
2026-01-11 05:00:00,VALVE_2,82.03,209.90,0.438,116.62,44.19,0
2026-01-11 06:00:00,COMP_1,86.48,204.46,0.333,123.81,45.39,0
2026-01-11 07:00:00,COMP_2,87.34,225.76,0.562,115.97,45.13,0
2026-01-11 08:00:00,PUMP_1,91.70,224.62,0.398,115.84,45.57,0
2026-01-11 09:00:00,PUMP_2,91.50,214.49,0.398,118.12,47.45,0
2026-01-11 10:00:00,VALVE_1,96.45,236.56,0.649,107.27,46.92,1
2026-01-11 11:00:00,VALVE_2,83.04,211.32,0.457,119.11,46.39,0
2026-01-11 12:00:00,COMP_1,104.18,234.69,0.586,111.23,47.57,1
2026-01-11 13:00:00,COMP_2,84.59,210.87,0.378,126.72,44.55,0
2026-01-11 14:00:00,PUMP_1,86.28,225.03,0.514,109.96,47.08,0
2026-01-11 15:00:00,PUMP_2,91.00,233.51,0.464,115.08,50.07,0
2026-01-11 16:00:00,VALVE_1,89.14,221.34,0.411,118.45,45.60,0
2026-01-11 17:00:00,VALVE_2,84.74,198.38,0.335,124.87,48.71,0
2026-01-11 18:00:00,COMP_1,87.73,224.87,0.418,119.96,45.80,0
2026-01-11 19:00:00,COMP_2,90.72,224.21,0.481,116.15,47.38,0
2026-01-11 20:00:00,PUMP_1,90.35,229.71,0.367,117.63,41.95,1
2026-01-11 21:00:00,PUMP_2,87.49,228.89,0.463,116.34,46.61,0
2026-01-11 22:00:00,VALVE_1,95.18,233.45,0.491,118.50,45.06,1
2026-01-11 23:00:00,VALVE_2,87.04,212.27,0.353,123.24,46.05,0
2026-01-12 00:00:00,COMP_1,86.35,213.61,0.442,128.16,42.72,0
2026-01-12 01:00:00,COMP_2,97.02,242.30,0.603,110.13,52.46,1
2026-01-12 02:00:00,PUMP_1,93.47,235.62,0.511,114.73,45.72,0
2026-01-12 03:00:00,PUMP_2,96.08,225.96,0.305,113.72,49.91,0
2026-01-12 04:00:00,VALVE_1,73.46,193.70,0.396,128.66,44.18,0
2026-01-12 05:00:00,VALVE_2,88.86,235.57,0.518,115.54,44.95,0
2026-01-12 06:00:00,COMP_1,93.03,210.64,0.355,121.02,46.52,1
2026-01-12 07:00:00,COMP_2,91.10,222.88,0.360,121.65,45.83,0
2026-01-12 08:00:00,PUMP_1,87.73,216.80,0.407,114.68,46.78,0
2026-01-12 09:00:00,PUMP_2,91.68,228.21,0.415,117.92,45.88,0
2026-01-12 10:00:00,VALVE_1,77.94,197.44,0.339,123.96,40.55,0
2026-01-12 11:00:00,VALVE_2,92.09,243.12,0.567,112.27,46.40,1
2026-01-12 12:00:00,COMP_1,97.56,240.68,0.531,111.20,53.54,1
2026-01-12 13:00:00,COMP_2,87.28,215.14,0.347,125.88,45.19,0
2026-01-12 14:00:00,PUMP_1,89.08,208.74,0.390,108.18,47.72,0
2026-01-12 15:00:00,PUMP_2,95.76,233.42,0.484,109.03,50.12,0
2026-01-12 16:00:00,VALVE_1,97.93,227.70,0.612,101.07,49.35,1
2026-01-12 17:00:00,VALVE_2,82.78,193.08,0.303,126.09,43.95,0
2026-01-12 18:00:00,COMP_1,98.86,236.14,0.529,114.22,42.12,1
2026-01-12 19:00:00,COMP_2,85.48,216.89,0.373,117.80,43.13,0
2026-01-12 20:00:00,PUMP_1,89.62,227.93,0.441,117.01,46.34,0
2026-01-12 21:00:00,PUMP_2,91.66,233.66,0.396,113.77,47.14,0
2026-01-12 22:00:00,VALVE_1,92.68,217.00,0.470,121.44,53.66,1
2026-01-12 23:00:00,VALVE_2,86.63,209.34,0.381,124.55,43.85,1
2026-01-13 00:00:00,COMP_1,94.09,214.07,0.506,121.25,50.26,1
2026-01-13 01:00:00,COMP_2,96.09,242.24,0.513,113.74,50.84,0
2026-01-13 02:00:00,PUMP_1,87.06,216.39,0.518,108.13,44.23,0
2026-01-13 03:00:00,PUMP_2,89.86,222.85,0.404,116.81,46.21,0
2026-01-13 04:00:00,VALVE_1,77.37,186.73,0.248,117.22,38.00,0
2026-01-13 05:00:00,VALVE_2,80.33,202.60,0.350,125.98,47.26,0
2026-01-13 06:00:00,COMP_1,81.80,186.25,0.340,125.59,43.53,0
2026-01-13 07:00:00,COMP_2,86.80,215.99,0.358,121.03,46.88,0
2026-01-13 08:00:00,PUMP_1,83.04,212.22,0.497,120.72,47.97,0
2026-01-13 09:00:00,PUMP_2,90.59,221.79,0.538,111.32,46.17,0
2026-01-13 10:00:00,VALVE_1,86.81,226.32,0.482,110.54,51.10,1
2026-01-13 11:00:00,VALVE_2,80.90,202.91,0.330,128.41,42.26,0
2026-01-13 12:00:00,COMP_1,89.71,215.82,0.352,133.26,48.02,0
2026-01-13 13:00:00,COMP_2,93.39,230.45,0.458,124.26,49.08,0
2026-01-13 14:00:00,PUMP_1,84.77,207.23,0.409,110.21,42.47,0
2026-01-13 15:00:00,PUMP_2,90.44,258.11,0.643,105.49,52.47,0
2026-01-13 16:00:00,VALVE_1,73.19,200.20,0.321,129.16,45.19,0
2026-01-13 17:00:00,VALVE_2,80.73,204.95,0.372,123.03,45.32,1
2026-01-13 18:00:00,COMP_1,87.34,217.96,0.380,132.03,45.65,1
2026-01-13 19:00:00,COMP_2,97.97,249.15,0.548,118.31,49.16,0
2026-01-13 20:00:00,PUMP_1,87.16,212.06,0.353,112.28,43.06,1
2026-01-13 21:00:00,PUMP_2,88.78,221.49,0.427,105.39,50.55,1
2026-01-13 22:00:00,VALVE_1,75.96,191.29,0.277,132.61,40.78,0
2026-01-13 23:00:00,VALVE_2,88.11,221.22,0.513,121.31,42.80,0
2026-01-14 00:00:00,COMP_1,83.85,199.90,0.293,132.48,46.01,0
2026-01-14 01:00:00,COMP_2,87.37,214.09,0.437,124.08,43.11,0
2026-01-14 02:00:00,PUMP_1,88.40,230.12,0.595,103.63,48.51,0
2026-01-14 03:00:00,PUMP_2,93.50,244.26,0.567,105.92,45.02,0
2026-01-14 04:00:00,VALVE_1,97.31,226.76,0.598,106.99,46.10,1
2026-01-14 05:00:00,VALVE_2,80.62,202.60,0.423,128.51,40.90,0
2026-01-14 06:00:00,COMP_1,83.67,197.26,0.348,123.53,46.67,0
2026-01-14 07:00:00,COMP_2,84.51,220.63,0.445,114.68,49.62,0
2026-01-14 08:00:00,PUMP_1,94.91,233.88,0.620,105.86,48.38,1
2026-01-14 09:00:00,PUMP_2,89.39,220.21,0.502,111.38,48.74,0
2026-01-14 10:00:00,VALVE_1,76.28,208.12,0.290,133.39,44.42,0
2026-01-14 11:00:00,VALVE_2,86.33,211.61,0.358,127.49,43.09,0
2026-01-14 12:00:00,COMP_1,80.35,200.60,0.354,135.19,44.84,0
2026-01-14 13:00:00,COMP_2,96.16,218.69,0.373,114.09,47.20,0
2026-01-14 14:00:00,PUMP_1,86.36,226.88,0.432,105.97,46.54,0
2026-01-14 15:00:00,PUMP_2,101.13,257.83,0.666,111.62,51.26,1
2026-01-14 16:00:00,VALVE_1,74.75,187.03,0.245,125.27,40.75,0
2026-01-14 17:00:00,VALVE_2,85.72,214.07,0.392,123.98,43.16,0
2026-01-14 18:00:00,COMP_1,97.10,247.08,0.522,117.58,50.35,1
2026-01-14 19:00:00,COMP_2,99.26,246.16,0.703,104.76,46.67,1
2026-01-14 20:00:00,PUMP_1,96.83,253.33,0.662,113.53,51.08,1
2026-01-14 21:00:00,PUMP_2,91.40,246.31,0.483,104.15,48.29,1
2026-01-14 22:00:00,VALVE_1,76.17,204.42,0.369,121.35,44.28,0
2026-01-14 23:00:00,VALVE_2,81.78,206.72,0.382,131.34,45.89,1
2026-01-15 00:00:00,COMP_1,91.21,220.67,0.473,114.49,45.56,1
2026-01-15 01:00:00,COMP_2,92.64,244.77,0.560,116.84,49.63,1
2026-01-15 02:00:00,PUMP_1,94.02,240.58,0.488,107.02,45.96,0
2026-01-15 03:00:00,PUMP_2,97.25,233.37,0.413,114.23,51.38,0
2026-01-15 04:00:00,VALVE_1,77.59,184.37,0.255,127.84,42.91,0
2026-01-15 05:00:00,VALVE_2,81.15,218.19,0.407,127.21,44.25,0
2026-01-15 06:00:00,COMP_1,89.88,220.35,0.426,125.99,43.42,0
2026-01-15 07:00:00,COMP_2,94.76,226.12,0.450,114.07,50.41,1
2026-01-15 08:00:00,PUMP_1,91.80,233.49,0.357,127.38,49.15,0
2026-01-15 09:00:00,PUMP_2,100.34,253.30,0.586,114.85,51.59,0
2026-01-15 10:00:00,VALVE_1,78.82,200.96,0.464,124.15,43.63,0
2026-01-15 11:00:00,VALVE_2,94.25,225.99,0.535,117.61,45.66,0
2026-01-15 12:00:00,COMP_1,92.63,224.10,0.475,119.05,48.30,0
2026-01-15 13:00:00,COMP_2,92.75,227.25,0.489,116.09,46.04,0
2026-01-15 14:00:00,PUMP_1,91.36,257.05,0.507,101.82,53.68,1
2026-01-15 15:00:00,PUMP_2,96.44,245.57,0.498,101.83,47.44,0
2026-01-15 16:00:00,VALVE_1,88.11,227.46,0.591,116.41,49.76,1
2026-01-15 17:00:00,VALVE_2,93.85,225.16,0.623,117.71,50.83,0
2026-01-15 18:00:00,COMP_1,98.26,237.12,0.515,116.15,45.78,1
2026-01-15 19:00:00,COMP_2,88.14,208.10,0.447,117.22,46.03,1
2026-01-15 20:00:00,PUMP_1,89.96,215.59,0.469,123.26,45.80,0
2026-01-15 21:00:00,PUMP_2,86.12,230.24,0.416,107.41,48.57,0
